n,theta,r,t,Y
0.8837890625,0.5244140625,0.1982421875,0.9033203125,0.3223499
0.8837890625,0.5419921875,0.9912109375,0.9033203125,0.40842944
0.8837890625,0.5419921875,0.1982421875,0.9228515625,0.32489228
0.7099609375,0.5244140625,0.9912109375,0.9228515625,0.39661002
0.6337890625,0.2919921875,0.9482421875,0.1533203125,0.32472244
0.9599609375,0.2919921875,0.9482421875,0.1533203125,0.32758477
0.6337890625,0.7744140625,0.9482421875,0.1533203125,0.50861233
0.6337890625,0.2919921875,0.2412109375,0.1533203125,0.24646308
0.6337890625,0.2919921875,0.9482421875,0.6728515625,0.28221542
0.9599609375,0.7744140625,0.2412109375,0.6728515625,0.3907083
0.1337890625,0.7919921875,0.4482421875,0.6533203125,0.3780639
0.4599609375,0.7919921875,0.4482421875,0.6533203125,0.42654833
0.1337890625,0.2744140625,0.4482421875,0.6533203125,0.19038898
0.1337890625,0.7919921875,0.7412109375,0.6533203125,0.4212208
0.1337890625,0.7919921875,0.4482421875,0.1728515625,0.4172082
0.4599609375,0.2744140625,0.7412109375,0.1728515625,0.32117468
0.1962890625,0.2294921875,0.8857421875,0.9658203125,0.17849375
0.7724609375,0.2294921875,0.8857421875,0.9658203125,0.23691608
0.1962890625,0.4619140625,0.8857421875,0.9658203125,0.30820775
0.1962890625,0.2294921875,0.4287109375,0.9658203125,0.13777046
0.1962890625,0.2294921875,0.8857421875,0.4853515625,0.25026336
0.7724609375,0.4619140625,0.4287109375,0.4853515625,0.3976764
0.6962890625,0.7294921875,0.3857421875,0.4658203125,0.4496133
0.2724609375,0.7294921875,0.3857421875,0.4658203125,0.40578362
0.6962890625,0.9619140625,0.3857421875,0.4658203125,0.45007372
0.6962890625,0.7294921875,0.9287109375,0.4658203125,0.49524403
0.6962890625,0.7294921875,0.3857421875,0.9853515625,0.37182856
0.2724609375,0.9619140625,0.9287109375,0.9853515625,0.37409005
0.9462890625,0.4794921875,0.6357421875,0.7158203125,0.42270857
0.0224609375,0.4794921875,0.6357421875,0.7158203125,0.335248
0.9462890625,0.7119140625,0.6357421875,0.7158203125,0.4716645
0.9462890625,0.4794921875,0.1787109375,0.7158203125,0.32262832
0.9462890625,0.4794921875,0.6357421875,0.7353515625,0.41983104
0.0224609375,0.7119140625,0.1787109375,0.7353515625,0.28124607
0.4462890625,0.9794921875,0.1357421875,0.2158203125,0.3901261
0.5224609375,0.9794921875,0.1357421875,0.2158203125,0.39818078
0.4462890625,0.2119140625,0.1357421875,0.2158203125,0.19560677
0.4462890625,0.9794921875,0.6787109375,0.2158203125,0.5022667
0.4462890625,0.9794921875,0.1357421875,0.2353515625,0.38917547
0.5224609375,0.2119140625,0.6787109375,0.2353515625,0.3148514
0.3212890625,0.3544921875,0.2607421875,0.0908203125,0.24608478
0.6474609375,0.3544921875,0.2607421875,0.0908203125,0.28013447
0.3212890625,0.3369140625,0.2607421875,0.0908203125,0.23621367
0.3212890625,0.3544921875,0.0537109375,0.0908203125,0.21005552
0.3212890625,0.3544921875,0.2607421875,0.6103515625,0.20933577
0.6474609375,0.3369140625,0.0537109375,0.6103515625,0.19748507
0.8212890625,0.8544921875,0.7607421875,0.5908203125,0.4988555
0.1474609375,0.8544921875,0.7607421875,0.5908203125,0.43160838
0.8212890625,0.8369140625,0.7607421875,0.5908203125,0.49883917
0.8212890625,0.8544921875,0.5537109375,0.5908203125,0.4782805
0.8212890625,0.8544921875,0.7607421875,0.1103515625,0.53267473
0.1474609375,0.8369140625,0.5537109375,0.1103515625,0.4448363
0.5712890625,0.1044921875,0.0107421875,0.3408203125,0.18465136
0.3974609375,0.1044921875,0.0107421875,0.3408203125,0.16632733
0.5712890625,0.5869140625,0.0107421875,0.3408203125,0.3741304
0.5712890625,0.1044921875,0.3037109375,0.3408203125,0.23423895
0.5712890625,0.1044921875,0.0107421875,0.3603515625,0.18331657
0.3974609375,0.5869140625,0.3037109375,0.3603515625,0.40405914
0.0712890625,0.6044921875,0.5107421875,0.8408203125,0.34706354
0.8974609375,0.6044921875,0.5107421875,0.8408203125,0.42707503
0.0712890625,0.0869140625,0.5107421875,0.8408203125,0.15531504
0.0712890625,0.6044921875,0.8037109375,0.8408203125,0.37538123
0.0712890625,0.6044921875,0.5107421875,0.8603515625,0.34354174
0.8974609375,0.0869140625,0.8037109375,0.8603515625,0.26012242
0.1025390625,0.0732421875,0.4169921875,0.1845703125,0.2064004
0.1162109375,0.0732421875,0.4169921875,0.1845703125,0.20885405
0.1025390625,0.8681640625,0.4169921875,0.1845703125,0.40358293
0.1025390625,0.0732421875,0.5849609375,0.1845703125,0.2423299
0.1025390625,0.0732421875,0.4169921875,0.3291015625,0.19867377
0.1162109375,0.8681640625,0.5849609375,0.3291015625,0.43423948
0.6025390625,0.5732421875,0.9169921875,0.6845703125,0.4577243
0.6162109375,0.5732421875,0.9169921875,0.6845703125,0.45867166
0.6025390625,0.3681640625,0.9169921875,0.6845703125,0.31885144
0.6025390625,0.5732421875,0.0849609375,0.6845703125,0.3464009
0.6025390625,0.5732421875,0.9169921875,0.8291015625,0.43525767
0.6162109375,0.3681640625,0.0849609375,0.8291015625,0.18600872
0.8525390625,0.3232421875,0.1669921875,0.4345703125,0.23006295
0.8662109375,0.3232421875,0.1669921875,0.4345703125,0.22990195
0.8525390625,0.1181640625,0.1669921875,0.4345703125,0.20712364
0.8525390625,0.3232421875,0.8349609375,0.4345703125,0.33763337
0.8525390625,0.3232421875,0.1669921875,0.5791015625,0.21592891
0.8662109375,0.1181640625,0.8349609375,0.5791015625,0.30039904
0.3525390625,0.8232421875,0.6669921875,0.9345703125,0.40536383
0.3662109375,0.8232421875,0.6669921875,0.9345703125,0.40724114
0.3525390625,0.6181640625,0.6669921875,0.9345703125,0.40128723
0.3525390625,0.8232421875,0.3349609375,0.9345703125,0.33801466
0.3525390625,0.8232421875,0.6669921875,0.0791015625,0.4944227
0.3662109375,0.6181640625,0.3349609375,0.0791015625,0.42487422
0.4775390625,0.4482421875,0.7919921875,0.8095703125,0.37245306
0.4912109375,0.4482421875,0.7919921875,0.8095703125,0.37389982
0.4775390625,0.9931640625,0.7919921875,0.8095703125,0.44828677
0.4775390625,0.4482421875,0.9599609375,0.8095703125,0.35440415
0.4775390625,0.4482421875,0.7919921875,0.7041015625,0.38883844
0.4912109375,0.9931640625,0.9599609375,0.7041015625,0.44807002
0.9775390625,0.9482421875,0.2919921875,0.3095703125,0.43687412
0.9912109375,0.9482421875,0.2919921875,0.3095703125,0.43615705
0.9775390625,0.4931640625,0.2919921875,0.3095703125,0.39664564
0.9775390625,0.9482421875,0.4599609375,0.3095703125,0.47890747
0.9775390625,0.9482421875,0.2919921875,0.2041015625,0.4425033
0.9912109375,0.4931640625,0.4599609375,0.2041015625,0.4435911
0.7275390625,0.1982421875,0.5419921875,0.5595703125,0.28287068
0.7412109375,0.1982421875,0.5419921875,0.5595703125,0.28327346
0.7275390625,0.2431640625,0.5419921875,0.5595703125,0.28594851
0.7275390625,0.1982421875,0.7099609375,0.5595703125,0.3042959
0.7275390625,0.1982421875,0.5419921875,0.4541015625,0.29317558
0.7412109375,0.2431640625,0.7099609375,0.4541015625,0.31808138
0.2275390625,0.6982421875,0.0419921875,0.0595703125,0.35251132
0.2412109375,0.6982421875,0.0419921875,0.0595703125,0.3547296
0.2275390625,0.7431640625,0.0419921875,0.0595703125,0.35301894
0.2275390625,0.6982421875,0.2099609375,0.0595703125,0.37814024
0.2275390625,0.6982421875,0.0419921875,0.9541015625,0.2588428
0.2412109375,0.7431640625,0.2099609375,0.9541015625,0.28719762
0.1650390625,0.2607421875,0.6044921875,0.3720703125,0.25295892
0.5537109375,0.2607421875,0.6044921875,0.3720703125,0.30530512
0.1650390625,0.5556640625,0.6044921875,0.3720703125,0.42933547
0.1650390625,0.2607421875,0.8974609375,0.3720703125,0.2561714
0.1650390625,0.2607421875,0.6044921875,0.6416015625,0.22647697
0.5537109375,0.5556640625,0.8974609375,0.6416015625,0.4584122
0.6650390625,0.7607421875,0.1044921875,0.8720703125,0.33213437
0.0537109375,0.7607421875,0.1044921875,0.8720703125,0.25213748
0.6650390625,0.0556640625,0.1044921875,0.8720703125,0.1351177
0.6650390625,0.7607421875,0.3974609375,0.8720703125,0.39651412
0.6650390625,0.7607421875,0.1044921875,0.1416015625,0.40689418
0.0537109375,0.0556640625,0.3974609375,0.1416015625,0.19426037
0.9150390625,0.0107421875,0.8544921875,0.1220703125,0.32943016
0.3037109375,0.0107421875,0.8544921875,0.1220703125,0.28906083
0.9150390625,0.3056640625,0.8544921875,0.1220703125,0.34648162
0.9150390625,0.0107421875,0.6474609375,0.1220703125,0.32709602
0.9150390625,0.0107421875,0.8544921875,0.3916015625,0.31489718
0.3037109375,0.3056640625,0.6474609375,0.3916015625,0.28924516
0.4150390625,0.5107421875,0.3544921875,0.6220703125,0.37161076
0.8037109375,0.5107421875,0.3544921875,0.6220703125,0.3980266
0.4150390625,0.8056640625,0.3544921875,0.6220703125,0.40171397
0.4150390625,0.5107421875,0.1474609375,0.6220703125,0.32483384
0.4150390625,0.5107421875,0.3544921875,0.8916015625,0.32958966
0.8037109375,0.8056640625,0.1474609375,0.8916015625,0.3393318
0.2900390625,0.1357421875,0.2294921875,0.7470703125,0.14010315
0.9287109375,0.1357421875,0.2294921875,0.7470703125,0.18209094
0.2900390625,0.6806640625,0.2294921875,0.7470703125,0.33563972
0.2900390625,0.1357421875,0.5224609375,0.7470703125,0.21074067
0.2900390625,0.1357421875,0.2294921875,0.2666015625,0.1879851
0.9287109375,0.6806640625,0.5224609375,0.2666015625,0.49614698
0.7900390625,0.6357421875,0.7294921875,0.2470703125,0.5232506
0.4287109375,0.6357421875,0.7294921875,0.2470703125,0.49862832
0.7900390625,0.1806640625,0.7294921875,0.2470703125,0.33035642
0.7900390625,0.6357421875,0.0224609375,0.2470703125,0.39515883
0.7900390625,0.6357421875,0.7294921875,0.7666015625,0.47129557
0.4287109375,0.1806640625,0.0224609375,0.7666015625,0.12568748
0.5400390625,0.3857421875,0.4794921875,0.9970703125,0.24737328
0.1787109375,0.3857421875,0.4794921875,0.9970703125,0.19858131
0.5400390625,0.4306640625,0.4794921875,0.9970703125,0.2895667
0.5400390625,0.3857421875,0.7724609375,0.9970703125,0.28337863
0.5400390625,0.3857421875,0.4794921875,0.5166015625,0.32295537
0.1787109375,0.4306640625,0.7724609375,0.5166015625,0.35236216
0.0400390625,0.8857421875,0.9794921875,0.4970703125,0.4000043
0.6787109375,0.8857421875,0.9794921875,0.4970703125,0.48320827
0.0400390625,0.9306640625,0.9794921875,0.4970703125,0.4000167
0.0400390625,0.8857421875,0.2724609375,0.4970703125,0.33471343
0.0400390625,0.8857421875,0.9794921875,0.0166015625,0.42658588
0.6787109375,0.9306640625,0.2724609375,0.0166015625,0.44451135
0.0556640625,0.1826171875,0.6513671875,0.0439453125,0.24905615
0.4443359375,0.1826171875,0.6513671875,0.0439453125,0.30987683
0.0556640625,0.7900390625,0.6513671875,0.0439453125,0.44469544
0.0556640625,0.1826171875,0.8193359375,0.0439453125,0.25353062
0.0556640625,0.1826171875,0.6513671875,0.1259765625,0.24654746
0.4443359375,0.7900390625,0.8193359375,0.1259765625,0.50748193
0.5556640625,0.6826171875,0.1513671875,0.5439453125,0.37824082
0.9443359375,0.6826171875,0.1513671875,0.5439453125,0.38752085
0.5556640625,0.2900390625,0.1513671875,0.5439453125,0.19486062
0.5556640625,0.6826171875,0.3193359375,0.5439453125,0.41541255
0.5556640625,0.6826171875,0.1513671875,0.6259765625,0.3688686
0.9443359375,0.2900390625,0.3193359375,0.6259765625,0.23194012
0.8056640625,0.4326171875,0.9013671875,0.2939453125,0.4241917
0.6943359375,0.4326171875,0.9013671875,0.2939453125,0.42148602
0.8056640625,0.0400390625,0.9013671875,0.2939453125,0.31760967
0.8056640625,0.4326171875,0.5693359375,0.2939453125,0.41580442
0.8056640625,0.4326171875,0.9013671875,0.8759765625,0.35597736
0.6943359375,0.0400390625,0.5693359375,0.8759765625,0.23830229
0.3056640625,0.9326171875,0.4013671875,0.7939453125,0.37414327
0.1943359375,0.9326171875,0.4013671875,0.7939453125,0.35641006
0.3056640625,0.5400390625,0.4013671875,0.7939453125,0.35603282
0.3056640625,0.9326171875,0.0693359375,0.7939453125,0.30446562
0.3056640625,0.9326171875,0.4013671875,0.3759765625,0.42252052
0.1943359375,0.5400390625,0.0693359375,0.3759765625,0.3169992
0.4306640625,0.3076171875,0.0263671875,0.9189453125,0.11516644
0.0693359375,0.3076171875,0.0263671875,0.9189453125,0.05847536
0.4306640625,0.9150390625,0.0263671875,0.9189453125,0.29483324
0.4306640625,0.3076171875,0.6943359375,0.9189453125,0.24124013
0.4306640625,0.3076171875,0.0263671875,0.7509765625,0.14477222
0.0693359375,0.9150390625,0.6943359375,0.7509765625,0.39382163
0.9306640625,0.8076171875,0.5263671875,0.4189453125,0.4877593
0.5693359375,0.8076171875,0.5263671875,0.4189453125,0.47910935
0.9306640625,0.4150390625,0.5263671875,0.4189453125,0.37998182
0.9306640625,0.8076171875,0.1943359375,0.4189453125,0.40882528
0.9306640625,0.8076171875,0.5263671875,0.2509765625,0.49883646
0.5693359375,0.4150390625,0.1943359375,0.2509765625,0.30347502
0.6806640625,0.0576171875,0.2763671875,0.6689453125,0.20211178
0.8193359375,0.0576171875,0.2763671875,0.6689453125,0.20547915
0.6806640625,0.1650390625,0.2763671875,0.6689453125,0.20312051
0.6806640625,0.0576171875,0.9443359375,0.6689453125,0.27275947
0.6806640625,0.0576171875,0.2763671875,0.0009765625,0.2486421
0.8193359375,0.1650390625,0.9443359375,0.0009765625,0.3236659
0.1806640625,0.5576171875,0.7763671875,0.1689453125,0.45579964
0.3193359375,0.5576171875,0.7763671875,0.1689453125,0.47786912
0.1806640625,0.6650390625,0.7763671875,0.1689453125,0.46728224
0.1806640625,0.5576171875,0.4443359375,0.1689453125,0.41156754
0.1806640625,0.5576171875,0.7763671875,0.5009765625,0.433661
0.3193359375,0.6650390625,0.4443359375,0.5009765625,0.42298102
0.2431640625,0.4951171875,0.3388671875,0.4814453125,0.3492387
0.8818359375,0.4951171875,0.3388671875,0.4814453125,0.39982104
0.2431640625,0.6025390625,0.3388671875,0.4814453125,0.38263372
0.2431640625,0.4951171875,0.6318359375,0.4814453125,0.41175783
0.2431640625,0.4951171875,0.3388671875,0.8134765625,0.30628175
0.8818359375,0.6025390625,0.6318359375,0.8134765625,0.45277822
0.7431640625,0.9951171875,0.8388671875,0.9814453125,0.4307856
0.3818359375,0.9951171875,0.8388671875,0.9814453125,0.40112346
0.7431640625,0.1025390625,0.8388671875,0.9814453125,0.23372228
0.7431640625,0.9951171875,0.1318359375,0.9814453125,0.31741554
0.7431640625,0.9951171875,0.8388671875,0.3134765625,0.5191975
0.3818359375,0.1025390625,0.1318359375,0.3134765625,0.17910194
0.9931640625,0.2451171875,0.0888671875,0.2314453125,0.2087181
0.1318359375,0.2451171875,0.0888671875,0.2314453125,0.14343205
0.9931640625,0.3525390625,0.0888671875,0.2314453125,0.24148515
0.9931640625,0.2451171875,0.8818359375,0.2314453125,0.32413
0.9931640625,0.2451171875,0.0888671875,0.0634765625,0.2151543
0.1318359375,0.3525390625,0.8818359375,0.0634765625,0.2980472
0.4931640625,0.7451171875,0.5888671875,0.7314453125,0.4479562
0.6318359375,0.7451171875,0.5888671875,0.7314453125,0.45950353
0.4931640625,0.8525390625,0.5888671875,0.7314453125,0.44825697
0.4931640625,0.7451171875,0.3818359375,0.7314453125,0.4025312
0.4931640625,0.7451171875,0.5888671875,0.5634765625,0.46956503
0.6318359375,0.8525390625,0.3818359375,0.5634765625,0.4359881
0.3681640625,0.1201171875,0.9638671875,0.6064453125,0.24839567
0.5068359375,0.1201171875,0.9638671875,0.6064453125,0.2647614
0.3681640625,0.7275390625,0.9638671875,0.6064453125,0.44483945
0.3681640625,0.1201171875,0.7568359375,0.6064453125,0.26755866
0.3681640625,0.1201171875,0.9638671875,0.1884765625,0.28104892
0.5068359375,0.7275390625,0.7568359375,0.1884765625,0.51302135
0.8681640625,0.6201171875,0.4638671875,0.1064453125,0.48885417
0.0068359375,0.6201171875,0.4638671875,0.1064453125,0.39632583
0.8681640625,0.2275390625,0.4638671875,0.1064453125,0.2993503
0.8681640625,0.6201171875,0.2568359375,0.1064453125,0.43743715
0.8681640625,0.6201171875,0.4638671875,0.6884765625,0.44253582
0.0068359375,0.2275390625,0.2568359375,0.6884765625,0.1090866
0.6181640625,0.3701171875,0.7138671875,0.8564453125,0.3043754
0.2568359375,0.3701171875,0.7138671875,0.8564453125,0.26233587
0.6181640625,0.4775390625,0.7138671875,0.8564453125,0.4005616
0.6181640625,0.3701171875,0.5068359375,0.8564453125,0.27556294
0.6181640625,0.3701171875,0.7138671875,0.9384765625,0.288494
0.2568359375,0.4775390625,0.5068359375,0.9384765625,0.31382817
0.1181640625,0.8701171875,0.2138671875,0.3564453125,0.34711128
0.7568359375,0.8701171875,0.2138671875,0.3564453125,0.4188004
0.1181640625,0.9775390625,0.2138671875,0.3564453125,0.34713653
0.1181640625,0.8701171875,0.0068359375,0.3564453125,0.31836507
0.1181640625,0.8701171875,0.2138671875,0.4384765625,0.34082505
0.7568359375,0.9775390625,0.0068359375,0.4384765625,0.3837932
0.0869140625,0.3388671875,0.8701171875,0.6376953125,0.24267134
0.2255859375,0.3388671875,0.8701171875,0.6376953125,0.26673868
0.0869140625,0.1962890625,0.8701171875,0.6376953125,0.21421653
0.0869140625,0.3388671875,0.3505859375,0.6376953125,0.18047504
0.0869140625,0.3388671875,0.8701171875,0.9697265625,0.18671386
0.2255859375,0.1962890625,0.3505859375,0.9697265625,0.12013014
0.5869140625,0.8388671875,0.3701171875,0.1376953125,0.45966044
0.7255859375,0.8388671875,0.3701171875,0.1376953125,0.46721923
0.5869140625,0.6962890625,0.3701171875,0.1376953125,0.4588174
0.5869140625,0.8388671875,0.8505859375,0.1376953125,0.51873004
0.5869140625,0.8388671875,0.3701171875,0.4697265625,0.4392236
0.7255859375,0.6962890625,0.8505859375,0.4697265625,0.50500894
0.8369140625,0.0888671875,0.6201171875,0.8876953125,0.24686752
0.9755859375,0.0888671875,0.6201171875,0.8876953125,0.24310501
0.8369140625,0.9462890625,0.6201171875,0.8876953125,0.44400585
0.8369140625,0.0888671875,0.1005859375,0.8876953125,0.1358757
0.8369140625,0.0888671875,0.6201171875,0.2197265625,0.32125524
0.9755859375,0.9462890625,0.1005859375,0.2197265625,0.4036393
0.3369140625,0.5888671875,0.1201171875,0.3876953125,0.3558085
0.4755859375,0.5888671875,0.1201171875,0.3876953125,0.3732652
0.3369140625,0.4462890625,0.1201171875,0.3876953125,0.28545225
0.3369140625,0.5888671875,0.6005859375,0.3876953125,0.46122068
0.3369140625,0.5888671875,0.1201171875,0.7197265625,0.3198226
0.4755859375,0.4462890625,0.6005859375,0.7197265625,0.3723353
0.4619140625,0.2138671875,0.4951171875,0.2626953125,0.2781971
0.3505859375,0.2138671875,0.4951171875,0.2626953125,0.26417032
0.4619140625,0.0712890625,0.4951171875,0.2626953125,0.2753884
0.4619140625,0.2138671875,0.2255859375,0.2626953125,0.21253279
0.4619140625,0.2138671875,0.4951171875,0.0947265625,0.28531942
0.3505859375,0.0712890625,0.2255859375,0.0947265625,0.20281959
0.9619140625,0.7138671875,0.9951171875,0.7626953125,0.44665983
0.8505859375,0.7138671875,0.9951171875,0.7626953125,0.44968304
0.9619140625,0.5712890625,0.9951171875,0.7626953125,0.437111
0.9619140625,0.7138671875,0.7255859375,0.7626953125,0.47113273
0.9619140625,0.7138671875,0.9951171875,0.5947265625,0.4695141
0.8505859375,0.5712890625,0.7255859375,0.5947265625,0.48746142
0.7119140625,0.4638671875,0.2451171875,0.0126953125,0.37760153
0.6005859375,0.4638671875,0.2451171875,0.0126953125,0.37152788
0.7119140625,0.8212890625,0.2451171875,0.0126953125,0.43950158
0.7119140625,0.4638671875,0.4755859375,0.0126953125,0.4344627
0.7119140625,0.4638671875,0.2451171875,0.8447265625,0.3039922
0.6005859375,0.8212890625,0.4755859375,0.8447265625,0.4166798
0.2119140625,0.9638671875,0.7451171875,0.5126953125,0.45085737
0.1005859375,0.9638671875,0.7451171875,0.5126953125,0.43151876
0.2119140625,0.3212890625,0.7451171875,0.5126953125,0.27606925
0.2119140625,0.9638671875,0.9755859375,0.5126953125,0.4296654
0.2119140625,0.9638671875,0.7451171875,0.3447265625,0.46472698
0.1005859375,0.3212890625,0.9755859375,0.3447265625,0.24940826
0.1494140625,0.0263671875,0.1826171875,0.8251953125,0.09386596
0.6630859375,0.0263671875,0.1826171875,0.8251953125,0.15652865
0.1494140625,0.3837890625,0.1826171875,0.8251953125,0.15473276
0.1494140625,0.0263671875,0.1630859375,0.8251953125,0.09016293
0.1494140625,0.0263671875,0.1826171875,0.0322265625,0.16357248
0.6630859375,0.3837890625,0.1630859375,0.0322265625,0.2833989
0.6494140625,0.5263671875,0.6826171875,0.3251953125,0.49115726
0.1630859375,0.5263671875,0.6826171875,0.3251953125,0.43162027
0.6494140625,0.8837890625,0.6826171875,0.3251953125,0.5142359
0.6494140625,0.5263671875,0.6630859375,0.3251953125,0.48944518
0.6494140625,0.5263671875,0.6826171875,0.5322265625,0.47403523
0.1630859375,0.8837890625,0.6630859375,0.5322265625,0.43586472
0.8994140625,0.2763671875,0.4326171875,0.5751953125,0.2650992
0.4130859375,0.2763671875,0.4326171875,0.5751953125,0.23931953
0.8994140625,0.6337890625,0.4326171875,0.5751953125,0.44948852
0.8994140625,0.2763671875,0.4130859375,0.5751953125,0.26026186
0.8994140625,0.2763671875,0.4326171875,0.7822265625,0.23690309
0.4130859375,0.6337890625,0.4130859375,0.7822265625,0.3906754
0.3994140625,0.7763671875,0.9326171875,0.0751953125,0.49129602
0.9130859375,0.7763671875,0.9326171875,0.0751953125,0.5184291
0.3994140625,0.1337890625,0.9326171875,0.0751953125,0.2946992
0.3994140625,0.7763671875,0.9130859375,0.0751953125,0.49421674
0.3994140625,0.7763671875,0.9326171875,0.2822265625,0.48249042
0.9130859375,0.1337890625,0.9130859375,0.2822265625,0.31594738
0.2744140625,0.4013671875,0.5576171875,0.2001953125,0.3422452
0.7880859375,0.4013671875,0.5576171875,0.2001953125,0.38823876
0.2744140625,0.2587890625,0.5576171875,0.2001953125,0.27286807
0.2744140625,0.4013671875,0.2880859375,0.2001953125,0.27851647
0.2744140625,0.4013671875,0.5576171875,0.9072265625,0.2631701
0.7880859375,0.2587890625,0.2880859375,0.9072265625,0.17605779
0.7744140625,0.9013671875,0.0576171875,0.7001953125,0.3586449
0.2880859375,0.9013671875,0.0576171875,0.7001953125,0.31494558
0.7744140625,0.7587890625,0.0576171875,0.7001953125,0.35839993
0.7744140625,0.9013671875,0.7880859375,0.7001953125,0.48415035
0.7744140625,0.9013671875,0.0576171875,0.4072265625,0.39033365
0.2880859375,0.7587890625,0.7880859375,0.4072265625,0.4718948
0.5244140625,0.1513671875,0.8076171875,0.4501953125,0.30102012
0.0380859375,0.1513671875,0.8076171875,0.4501953125,0.22848208
0.5244140625,0.5087890625,0.8076171875,0.4501953125,0.46633396
0.5244140625,0.1513671875,0.0380859375,0.4501953125,0.17449413
0.5244140625,0.1513671875,0.8076171875,0.1572265625,0.31898913
0.0380859375,0.5087890625,0.0380859375,0.1572265625,0.2852389
0.0244140625,0.6513671875,0.3076171875,0.9501953125,0.27092814
0.5380859375,0.6513671875,0.3076171875,0.9501953125,0.34727442
0.0244140625,0.0087890625,0.3076171875,0.9501953125,0.07575132
0.0244140625,0.6513671875,0.5380859375,0.9501953125,0.32611316
0.0244140625,0.6513671875,0.3076171875,0.6572265625,0.32023886
0.5380859375,0.0087890625,0.5380859375,0.6572265625,0.25659335
0.0166015625,0.0498046875,0.7529296875,0.3173828125,0.23455171
0.9521484375,0.0498046875,0.7529296875,0.3173828125,0.32286438
0.0166015625,0.3291015625,0.7529296875,0.3173828125,0.2603315
0.0166015625,0.0498046875,0.7177734375,0.3173828125,0.23359892
0.0166015625,0.0498046875,0.7529296875,0.7275390625,0.19258712
0.9521484375,0.3291015625,0.7177734375,0.7275390625,0.3057268
0.5166015625,0.5498046875,0.2529296875,0.8173828125,0.34420976
0.4521484375,0.5498046875,0.2529296875,0.8173828125,0.3373928
0.5166015625,0.8291015625,0.2529296875,0.8173828125,0.35931945
0.5166015625,0.5498046875,0.2177734375,0.8173828125,0.33629444
0.5166015625,0.5498046875,0.2529296875,0.2275390625,0.4055
0.4521484375,0.8291015625,0.2177734375,0.2275390625,0.4058774
0.7666015625,0.2998046875,0.5029296875,0.0673828125,0.32064855
0.2021484375,0.2998046875,0.5029296875,0.0673828125,0.26331508
0.7666015625,0.5791015625,0.5029296875,0.0673828125,0.49388593
0.7666015625,0.2998046875,0.9677734375,0.0673828125,0.33159375
0.7666015625,0.2998046875,0.5029296875,0.4775390625,0.29720864
0.2021484375,0.5791015625,0.9677734375,0.4775390625,0.42405775
0.2666015625,0.7998046875,0.0029296875,0.5673828125,0.3243218
0.7021484375,0.7998046875,0.0029296875,0.5673828125,0.369305
0.2666015625,0.0791015625,0.0029296875,0.5673828125,0.12724793
0.2666015625,0.7998046875,0.4677734375,0.5673828125,0.41524917
0.2666015625,0.7998046875,0.0029296875,0.9775390625,0.25836927
0.7021484375,0.0791015625,0.4677734375,0.9775390625,0.19720598
0.3916015625,0.4248046875,0.3779296875,0.6923828125,0.2972818
0.5771484375,0.4248046875,0.3779296875,0.6923828125,0.31683064
0.3916015625,0.4541015625,0.3779296875,0.6923828125,0.32514068
0.3916015625,0.4248046875,0.8427734375,0.6923828125,0.35500345
0.3916015625,0.4248046875,0.3779296875,0.3525390625,0.33189332
0.5771484375,0.4541015625,0.8427734375,0.3525390625,0.4370227
0.8916015625,0.9248046875,0.8779296875,0.1923828125,0.522257
0.0771484375,0.9248046875,0.8779296875,0.1923828125,0.4431797
0.8916015625,0.9541015625,0.8779296875,0.1923828125,0.52226126
0.8916015625,0.9248046875,0.3427734375,0.1923828125,0.45891044
0.8916015625,0.9248046875,0.8779296875,0.8525390625,0.4531454
0.0771484375,0.9541015625,0.3427734375,0.8525390625,0.31072584
0.6416015625,0.1748046875,0.1279296875,0.9423828125,0.12471902
0.3271484375,0.1748046875,0.1279296875,0.9423828125,0.0918611
0.6416015625,0.7041015625,0.1279296875,0.9423828125,0.31996107
0.6416015625,0.1748046875,0.5927734375,0.9423828125,0.22772567
0.6416015625,0.1748046875,0.1279296875,0.6025390625,0.17920625
0.3271484375,0.7041015625,0.5927734375,0.6025390625,0.444597
0.1416015625,0.6748046875,0.6279296875,0.4423828125,0.4352301
0.8271484375,0.6748046875,0.6279296875,0.4423828125,0.5035045
0.1416015625,0.2041015625,0.6279296875,0.4423828125,0.241669
0.1416015625,0.6748046875,0.0927734375,0.4423828125,0.3221856
0.1416015625,0.6748046875,0.6279296875,0.1025390625,0.4544926
0.8271484375,0.2041015625,0.0927734375,0.1025390625,0.21616139
0.2041015625,0.3623046875,0.1904296875,0.1298828125,0.21603835
0.3896484375,0.3623046875,0.1904296875,0.1298828125,0.24387461
0.2041015625,0.0166015625,0.1904296875,0.1298828125,0.17152411
0.2041015625,0.3623046875,0.7802734375,0.1298828125,0.32151303
0.2041015625,0.3623046875,0.1904296875,0.2900390625,0.20856343
0.3896484375,0.0166015625,0.7802734375,0.2900390625,0.29736012
0.7041015625,0.8623046875,0.6904296875,0.6298828125,0.48924056
0.8896484375,0.8623046875,0.6904296875,0.6298828125,0.49088386
0.7041015625,0.5166015625,0.6904296875,0.6298828125,0.461922
0.7041015625,0.8623046875,0.2802734375,0.6298828125,0.40633023
0.7041015625,0.8623046875,0.6904296875,0.7900390625,0.4662321
